 #No_Constraint #No_Constraint      #Hard_water    #Hard_water        #Soft_ZPE      #Soft_ZPE        #Hard_ZPE      #Hard_ZPE
   #Erot(W)cm-1    #Speed(m/s)     #Erot(W)cm-1    #Speed(m/s)     #Erot(W)cm-1    #Speed(m/s)     #Erot(W)cm-1    #Speed(m/s)
         219.74         616.11
         263.04         360.89
         508.34         505.28
         331.31         237.10
         169.80         423.40
         369.52         769.30
          29.87         330.92
          36.16         901.43
         718.99         404.20
         473.05         561.28
         642.48         842.23
         313.38         580.92
         222.23         194.06
        1765.81         395.78
         155.77         284.21
         527.27         740.61
         252.46         771.33
         329.57         977.08
         487.01         377.80
         244.57         211.70
         117.37        1013.04
         250.64         668.22
         260.49         600.91
         949.98         223.15
         260.48         257.93
         462.86         322.99
         400.89         279.05
         235.77         877.52
         288.08         664.70
         520.46         404.41
         540.57         466.60
         658.49         297.76
          68.79         634.63
         185.47         347.10
          69.80         292.77
         500.66         582.79
          49.65         975.06
         309.10         263.28
         128.13         751.23
         253.98         907.51
         116.30         531.56
         420.47         522.51
         316.76         247.17
         137.35         273.24
         373.45         577.39
         107.48         344.77
         304.69         572.96
         123.69         903.21
          39.73         393.18
         976.50         364.59
         171.20         469.15
         787.32         252.60
          73.54         261.19
          36.43         539.78
        1646.82         891.06
         388.18         217.28
         218.91         453.07
         317.93         391.19
          62.41         784.89
         105.63         432.72
         611.11         690.00
         420.96         633.62
         546.48         191.26
         238.95         669.76
        1023.23         492.52
         269.89         318.25
          18.83         960.60
          40.56         344.45
         156.93         375.40
         218.38         639.23
         621.51        1255.72
          93.03         584.99
         286.32         282.78
          50.96         519.09
         171.07         593.05
         267.83         671.13
         108.49         507.65
         651.01         657.51
         219.81         782.44
         176.26         510.29
         152.54         697.20
         615.93         687.35
         338.05         672.46
         171.84         270.57
         597.05         541.91
         493.26         216.16
          66.86         275.33
         226.06         352.50
         209.06         281.63
         575.94         745.81
         186.62         502.70
         818.95         230.83
         259.29         460.21
         406.50         254.55
         285.94         483.81
         275.67         506.07
         168.91         541.28
         214.77         674.89
         862.37         393.76
         404.70        1030.25
         142.76         300.34
         313.23         721.23
         553.42         228.26
         236.21         678.06
         759.43         424.26
         345.22         365.77
         148.82         427.13
         369.35         490.07
         802.12         635.47
         198.74         366.69
         824.43         115.06
         257.39        1087.36
          35.05         677.61
         371.31         504.00
         157.22         385.50
         184.73         313.67
         374.03         449.39
         320.79         431.04
         216.64         380.61
         343.85         322.72
         198.87         303.89
         233.47         782.70
          34.68         348.70
         444.95         528.46
         854.83         860.61
         164.76         633.35
          31.30         492.52
         514.83         294.76
         389.81         324.14
         358.66         852.69
         498.06         847.85
         273.93         454.17
         304.70         324.09
         204.30         558.17
         305.51         701.01
         603.73         672.14
         664.21         459.68
           7.01         575.49
         185.50         648.16
          66.53         576.48
         240.68         427.64
         473.98         245.30
         180.63         557.13
         313.26         982.20
         136.50         237.72
         195.15         770.63
         731.83         284.40
         300.19         265.87
         168.55         818.56
         415.14         304.15
         649.07         433.63
         288.79         544.03
         224.54         421.64
         465.95         244.02
        1398.83         282.63
         398.32         661.75
         185.73         470.12
         101.54         683.95
         312.92         326.17
         256.85         585.61
         272.04         318.37
         732.67         154.76
         319.73         183.67
         225.73         533.14
         116.02         474.84
         655.74         445.96
          36.57         802.05
         245.44         561.33
         627.78         345.95
         293.42         379.71
        1467.51         865.94
         626.09         568.34
         732.72         555.02
         156.04         361.33
         897.41         545.01
         543.68         261.32
         890.18         276.42
          96.53         196.67
         528.47         317.94
         181.66         349.44
          43.02         251.26
          40.55         468.20
         540.13         368.25
          23.34         446.91
         521.17         370.26
         483.08         746.03
         539.89         743.27
         500.89         156.69
         172.19         564.59
         584.05         429.20
         134.95         569.58
          18.67         301.52
         224.25         453.91
         157.25         312.08
          89.88         642.44
         404.44         497.56
         144.59         316.34
          26.27         351.85
         183.77         766.25
         161.54         212.13
         154.25         572.93
         559.98         452.64
         348.07         337.06
         103.46         378.31
         473.29         315.72
         467.28          46.94
         314.27         409.17
         434.70         563.47
         113.23         292.29
         164.90         518.29
         289.76         520.54
        1446.10         629.76
         514.38         743.35
         429.63         264.45
        1494.10         881.10
         523.64         338.88
         755.66         727.93
         357.16         825.98
         563.57         356.42
          63.41         333.90
         336.32         197.81
        1138.73         332.08
         247.82         526.91
         139.26         358.80
         564.99         673.71
         693.51         436.19
         114.58         407.41
         265.80         516.57
         103.31         157.49
         399.06         496.56
         806.64         183.45
         595.29         402.44
         232.40         227.01
          72.32         437.67
         695.56         768.08
         640.01         841.28
        1728.98         637.29
         538.88         245.19
         167.04         439.45
         187.38         141.47
         560.79         547.85
         428.63         568.38
          36.25         376.48
         160.52         469.68
        1249.50         768.43
         367.65         199.95
         482.96         407.34
         389.35         174.34
          32.20         184.46
         593.39         504.58
          38.48         479.17
           5.04         395.49
         666.45         534.74
           6.67         730.64
         734.27         566.87
         523.20         361.04
         133.77         572.56
         191.80         349.98
         271.38         656.88
         248.44         846.97
        1025.32         801.31
         123.75         325.82
          90.26         558.73
          78.78         736.93
         153.52         595.81
         410.81         383.77
         179.27         364.43
         119.08         653.13
          41.07         389.19
          45.49         923.15
         268.58         664.00
          82.28         692.83
          19.28         574.69
         503.43         538.24
         700.78         892.11
         214.78         353.66
         245.12         545.54
         249.94         883.34
          69.39        1098.17
          62.83         308.60
          66.50         511.41
         320.42         325.90
          15.03         478.69
         333.02         612.72
         603.74         516.78
         339.73         494.23
         762.45         394.18
         402.15         367.60
         655.77         159.80
         351.31         213.89
         795.71         660.17
         291.27         493.79
         209.85         399.86
         221.63         603.99
         191.80         704.92
         387.73         284.71
         199.03         365.59
         711.81         318.74
         149.64         314.81
         538.12         440.23
         193.20         498.88
         848.86         118.59
         712.19         390.15
         425.00         208.12
        1125.93         464.25
         184.87         329.95
          54.43         546.52
         148.45         391.14
          86.46         834.82
         884.97         437.31
         177.78         385.80
         221.57         344.67
         908.48         230.06
         445.53         430.41
         324.22         453.82
         292.36         428.16
          34.78         769.87
        1527.13         367.07
          41.94         816.06
         481.84         416.27
         290.39         409.61
         278.76         348.73
         468.53         536.73
        1060.88         826.29
         326.20         123.04
         806.40         269.18
        1173.14         467.09
        1073.86         397.91
         182.20         395.33
         875.81         964.91
         126.02         119.11
         116.15         524.25
         237.00         397.62
         476.63         578.57
         248.31         528.42
         265.29         798.32
         472.95         172.44
         180.63         483.63
         323.77         500.61
         435.89         386.68
         114.10         380.95
         177.39         576.29
         937.13         784.81
         657.18         448.61
         328.89         526.56
         899.63         318.20
         108.55         900.82
         373.13         693.36
           1.85         271.32
         233.76         113.66
          43.37         653.40
         280.56         294.27
         584.84         534.34
         569.76         849.59
         251.96         355.36
         381.29         912.84
         146.06         401.35
         219.95         973.57
         155.55         412.39
          35.92         208.39
          83.45         819.82
         659.97         535.40
         639.05         494.51
         305.93         236.34
        1081.45         713.14
         768.21         398.41
         121.34         596.32
         323.76         479.94
         241.25         581.08
          83.11         556.94
         396.01         280.50
          78.15         477.76
         168.73         469.49
         753.92         616.90
         233.16         394.76
         459.66         288.07
         131.83         517.24
          98.50         584.89
         138.54         350.24
         274.90         898.34
         433.71         441.29
         247.63         265.19
          59.91         510.59
         320.39         391.90
         346.00         836.92
         298.92         439.13
          97.10         669.28
          12.53         225.91
         314.66         480.67
         104.11         700.46
         169.69         543.35
         703.74         446.30
          36.60         532.80
         167.72         445.67
         301.67         763.71
         178.21         578.86
         254.29         354.23
         761.94         369.04
         210.89         539.96
         309.02         517.00
         305.03         683.87
         510.11         105.61
         441.09         733.34
         118.45         473.31
         128.46         224.16
         166.70         377.45
         174.79         484.64
         160.95         338.33
         183.90         314.84
         184.35         790.12
         116.74         405.93
         213.32         717.73
          29.81         605.91
         334.70         304.63
         595.21         325.39
         237.55         390.39
         240.07         494.62
          30.82         814.84
         107.26         387.88
         570.75         585.11
         370.17         316.50
         595.42         375.58
         339.06         637.81
         633.16         286.64
         303.17         579.65
         158.10         517.75
         396.40         664.18
         811.85         353.65
         354.05         591.99
         587.36         489.20
         117.75         281.58
         224.81         531.81
         104.13         484.25
         287.85         896.39
        1121.97         343.43
         639.85         725.85
         210.67         759.62
         425.44         492.26
         354.17         893.50
          32.57         731.51
         554.27         523.37
         509.62         794.62
         455.87         362.21
         166.91         287.35
         233.57         331.40
         163.91         631.07
         982.07         505.83
          97.44         778.14
         167.84         394.66
         223.08         271.76
         628.10         467.02
         802.91         200.94
         384.89         568.20
         250.57         568.68
         192.65         716.00
         268.06         735.04
         153.87         216.33
        1040.86          71.94
         208.04         884.97
         911.57         539.25
         117.99         254.00
         545.67         447.79
         189.38         748.98
         260.62         724.66
         740.30         565.64
          39.96         501.10
         179.62         528.86
         631.46         170.57
         297.15         391.47
         272.11         411.94
        1013.73         493.75
        1567.16         505.47
         375.99         571.34
         500.73         970.09
         301.88         299.95
         335.73         431.19
         326.99         817.79
         309.16         225.69
         193.65         934.46
         139.67         371.70
         251.64         353.57
         364.98         471.79
          50.23         527.95
         134.85         559.69
         816.50         650.04
        1091.53         316.90
          77.51         532.54
         921.89         378.81
         896.81         648.90
         507.32         323.26
         273.29         816.31
         461.06         250.29
         199.34         428.28
          79.09         404.07
         483.44         428.38
         683.71         872.14
         339.16         608.68
         771.47        1020.93
          14.44         229.44
         325.20         219.97
         501.65         320.05
          61.63         941.04
         161.09         151.26
         268.54         493.48
         408.60         482.13
        1287.08         790.62
          12.75         653.02
          18.22         172.86
         297.49         333.53
         128.80         503.72
         484.30         285.18
         347.30         519.42
         385.54         295.14
         222.06         544.24
         111.49         704.15
         304.32         554.65
         182.44         931.42
         132.93         488.80
         273.04         654.27
         991.93         375.32
         774.49         205.99
         235.18         728.15
         481.14         446.40
          19.78         410.55
          57.91         504.27
         537.02         754.33
         158.96         531.79
         287.16         236.48
          94.62         524.59
          42.35         574.87
         437.61         571.51
         360.72         509.33
         272.96         334.24
         155.91         508.01
         458.17         614.63
         927.40         695.50
         358.01         770.94
          77.27         659.11
         130.84         302.44
          96.27         565.88
         566.90         632.34
         295.98         981.90
         660.19         654.12
         653.85         197.29
         102.92         402.92
         787.62         346.15
         178.94         669.38
         253.32         221.67
          91.72         573.73
         690.28         368.22
         323.33         567.89
          84.86         283.43
         219.20         567.55
         579.92        1059.63
         501.62         619.60
         162.25         847.31
         494.11         978.46
         449.07         643.81
          41.33         932.94
         361.02         444.17
         525.71         446.32
         327.49         292.48
         383.32         244.53
         277.09         425.30
         369.46         160.82
         398.49         801.37
          87.11         467.98
         819.60         567.75
         142.35         503.20
         433.52         371.60
         385.77         531.80
         715.85         323.61
         248.13         661.65
         601.08         413.95
          22.43         296.95
          24.62         327.15
         580.55         644.98
         344.03         507.38
         916.64         401.64
         784.39         763.14
          83.78         458.35
         773.44         567.66
         555.80         366.14
          47.52         555.66
         521.72         450.69
         132.58         559.63
         637.14         943.84
          36.62         365.04
          52.23         477.66
         148.16         628.30
          23.13        1012.98
        1828.87        1137.14
           8.73         204.61
         654.32         297.74
         293.57         639.86
         317.28         323.13
         100.11         463.90
         301.43         309.60
         108.87         506.15
         127.10         442.08
         470.27         310.75
          87.39         836.37
          94.69         485.39
         639.86         684.01
         686.56         452.64
         695.61        1015.41
         362.57         626.85
          30.46         720.67
          97.08         280.73
          57.44         657.39
         409.66         617.78
         252.63         376.22
         500.63         639.85
         717.07         484.46
         560.86         428.28
        1115.65         624.74
          84.96         295.64
         364.92         110.85
         829.60         651.26
        1732.40         238.09
         219.32         295.28
         784.77         591.03
          94.89         242.36
         574.34         626.93
         370.63         890.56
          72.40         534.29
         415.90         304.58
         522.92         446.75
          28.53         257.58
         167.64         211.01
         634.87         339.07
         157.65         251.36
         740.84         267.46
         271.34         240.69
         112.82         485.52
        2034.92         521.03
        1021.42         590.25
         147.16         187.67
         275.06         278.97
         444.81         481.85
         323.17         766.21
        1297.44         311.45
         726.57         509.34
         453.85         215.10
         189.81         502.70
          13.48         890.00
         370.19         492.10
          16.72         373.44
         359.14         536.36
        1703.28         176.41
         698.94         752.70
         380.59         568.90
         307.93         146.04
         165.10         471.24
         678.70         341.56
         703.69         463.79
         852.08         214.34
         214.96         701.97
          43.39         468.78
         414.99         820.89
         158.60         288.64
          29.89         736.56
          31.38         522.52
         571.92         444.24
         153.51         692.09
         159.52         439.44
          13.53         441.90
         438.35         223.89
         500.36         540.27
         202.34         153.56
         146.55         254.49
         921.08         570.46
         187.76         634.24
         603.76         176.49
         381.95         362.64
         377.59         447.88
         213.35         621.03
         608.91         903.03
         158.36         493.95
         193.79         367.85
         216.50         258.76
         244.26         404.97
         409.67         943.12
         394.93         902.14
         186.94        1139.68
         702.98         161.05
        1198.40         395.43
         216.35         739.19
         616.51         153.42
         525.76         426.40
         637.83         453.02
         103.76         590.08
         289.60        1047.03
         364.46         559.61
         636.75         438.80
         248.39         232.87
        1032.68         442.02
         496.30         476.66
         314.94         521.04
         651.25          21.87
         156.47         482.47
         377.27         482.29
         231.06         477.82
         201.63         475.69
         172.20         963.76
         282.86         489.88
         260.42         579.11
         385.14         600.83
         437.09         560.23
         416.71         509.85
         319.72         444.76
         216.85         677.99
         170.13         400.94
         312.14         488.95
          77.85         901.12
         451.08         226.14
          71.74         650.32
          11.17         285.40
         266.86         223.46
         478.32         553.32
          75.17         674.94
         140.28         232.31
         639.47         498.25
         179.38         756.76
         471.42         929.85
         118.49         476.21
         277.32         363.69
         103.24         698.72
         179.33         587.95
         354.30        1028.68
         208.87         747.34
        1257.37         620.25
         771.18         503.74
         254.23         274.55
         339.12         715.12
         723.41         506.99
         133.29         445.89
         279.43         471.16
          28.86         398.53
         574.62         458.84
         274.88         402.80
         571.04         176.99
         742.93         469.38
         254.76         278.30
        1069.41         716.09
         124.32         198.54
         547.90         378.05
          10.64         704.95
        1685.85         359.60
         105.12         361.73
         703.95         858.88
         749.27         709.08
         121.73         224.69
         196.38         240.81
         749.31         513.27
         705.95         533.55
         245.19         647.78
        1475.47         477.36
         209.84        1105.48
         463.15         458.86
         855.63         599.93
         648.24         378.82
         111.27         205.77
         194.06         422.82
         365.37         663.83
         157.53         435.15
         724.46         279.66
         702.76         591.99
         643.39         473.12
         629.84         797.76
         525.21         120.69
         139.01         289.80
         229.37         331.02
         382.45         323.83
          83.61         457.15
         283.20         620.65
         424.08         416.32
          79.92         712.04
         167.73         828.09
         677.07         878.81
         530.98         413.75
         364.21         624.59
         779.36         468.22
         499.65         277.43
         444.09         608.39
        1056.11         832.77
        2200.88         632.56
          91.37         641.22
         321.93         401.05
         249.62         879.93
         175.10         675.49
         305.16         705.90
         771.88        1044.85
         287.24         244.41
         202.07         540.49
         157.35         603.34
          11.24         444.67
         152.64         169.94
         724.02         547.10
         389.76         190.05
         231.43         556.99
         120.85         532.69
         297.56         289.67
         325.87         659.39
         236.55         500.16
         278.93         318.18
         802.05         546.33
         158.58         604.32
         386.16         334.41
         876.29         610.47
         501.09         754.73
         635.17         685.12
         723.46        1100.23
        1063.30         405.92
         149.08         495.41
          24.00         128.80
         124.62         510.09
         163.80         212.54
         508.94         335.73
         445.60         620.42
         759.45         635.09
         277.91         536.10
         722.87         428.97
         522.00         328.52
         334.32         429.48
         445.68         420.21
         214.88         279.03
        1029.21         333.14
         336.91         345.28
         222.24         448.22
         667.05         454.20
         325.80         723.05
        1201.51         516.23
        1266.97         471.87
          84.62         268.48
         195.96         405.52
         389.93         490.68
         287.95         554.48
          67.55         354.70
          57.33         900.34
         383.43         621.86
         221.33         580.77
         638.97         124.45
         753.41         641.36
         416.42         800.50
          77.93         679.13
          89.78         865.21
         476.26         482.06
        1251.23         292.43
          41.78         550.48
         636.78         362.05
         451.18         763.77
         435.03         268.61
         144.40         577.81
         593.23         333.68
          35.30         557.82
         335.77         527.21
         274.89         401.89
         178.67         601.69
          80.05         586.58
          37.12         593.30
         790.07         422.69
         103.52         546.11
         601.54         416.00
         258.30         209.81
         245.30         266.57
        1252.33         358.86
         206.52         759.40
        1042.75         575.68
         205.92         326.52
         365.93         413.44
          46.44         542.30
         255.41         406.58
         503.37         119.49
         198.23         723.08
         547.34         455.00
         125.02         797.45
          21.14         678.43
         553.80         474.48
         265.32         509.26
         424.53         996.37
         535.78         397.19
         198.25         650.24
         318.44         485.51
         162.58         659.74
         417.12         695.19
         472.75         555.40
         191.43         211.25
         687.82         240.57
         808.52         324.45
         111.80         210.76
         547.53         724.12
         527.81         643.14
         216.67         304.66
         160.43         665.34
         203.09         720.45
          44.68         259.99
         126.83         551.28
         581.25         405.61
         732.84         599.98
         436.45         683.39
         387.36         601.93
        1468.92         692.66
         102.90         120.76
         515.33         500.17
         815.15         716.85
           8.15         310.37
         159.98         440.11
          68.62         567.97
         535.18         321.51
         479.06         906.51
         173.56         739.62
         417.03         455.45
         190.62         656.23
         493.07         159.24
        1358.47         329.40
        1171.70         621.45
          74.59         586.64
         115.61         509.98
         722.02         409.37
         411.26         419.70
         362.11         335.26
         732.95         571.67
        1576.52         345.00
         305.72         507.74
         815.88         482.57
         713.37         192.36
         368.99         419.62
         184.34         252.51
         228.47         259.33
         433.47         445.38
         283.72         582.00
         360.99         261.15
         267.82         468.97
         382.70         577.03
          39.29         522.92
         193.57         149.01
         659.88         499.53
        1114.08         648.36
         200.91         584.91
         295.85         537.71
          23.36         406.66
         201.04         289.64
         452.11         267.49
         242.94         106.42
         154.35         651.80
         392.42         620.90
         294.44         455.56
         146.94         676.94
         226.10         439.40
         849.42         458.55
         256.21         847.88
         540.22         327.06
         284.61         399.00
          95.63         318.61
         128.28         529.81
         231.58         823.96
          73.67         561.04
         522.23         531.95
         324.59         593.72
         536.12         270.01
         310.66         380.85
         328.94         494.48
         613.39         633.47
         464.91         566.15
         129.70         319.16
         192.46         716.38
          10.35         566.51
         168.90         392.93
         934.14         692.62
          75.36         111.26
          76.14         186.95
         148.72         975.07
         418.15         308.62
         682.78         381.88
         199.52         610.76
         278.22         389.73
         376.31         329.15
         631.47         575.27
        1531.29         129.53
         119.57          97.60
         304.61         982.96
         626.52         629.07
         122.36         578.59
         171.93         415.03
         253.00         883.74
         636.01         211.51
         339.41         431.52
         206.79         785.69
         197.60         338.39
         382.72         475.41
         288.98         404.57
         482.67         150.76
         483.12         435.72
         761.49         496.84
         330.01         365.38
         319.62         626.68
         471.06         537.52
         208.00         484.61
         407.05         413.47
         430.99         152.19
          58.25         595.44
         178.28         521.51
          65.35         437.00
         807.40         359.21
         449.44         391.63
         810.60         368.91
         438.60         462.80
         160.16         146.44
         689.62         522.55
         151.37         697.06
         131.43         500.42
         318.85         492.14
         218.80         821.11
          52.51        1068.25
         904.42         517.44
         145.41         510.06
         146.37         259.75
         606.93         290.00
         755.96         492.30
         833.82         406.61
         922.51         369.37
        1165.18         413.13
         567.91         593.47
         636.78         325.81
         212.49         401.52
         379.69          84.01
          13.50         702.97
         305.22         957.10
         279.79         649.13
         346.24         667.61
         244.75         795.74
         501.29         541.54
         227.97         620.06
         462.65         475.03
         940.38         595.34
        1499.70         392.89
         910.62        1125.81
         869.77         286.56
         404.83         919.53
         496.29         669.16
         153.65         377.43
         137.61         481.88
         451.78         296.68
          77.34         552.92
         511.73         411.68
         458.28         730.86
         288.81         989.76
         476.63         316.84
         276.17         114.93
         727.00         880.38
         423.79         330.16
        1353.13         519.07
          82.57         929.44
         391.00         354.67
         419.09         274.74
         370.27         327.26
         401.77         205.00
         501.18         335.01
          73.33         603.87
         143.52         748.96
        2720.44         614.70
        1033.45         384.78
        1613.06         647.55
          94.11         575.32
         248.50         417.04
          72.03         496.54
         629.51         238.98
         598.43         960.58
          90.14        1007.86
         438.02         310.24
         261.62         234.02
          56.10         317.67
         830.77         456.41
         301.87         363.59
         879.46         533.69
         422.40         523.83
         156.27         286.04
         892.47         219.65
         427.85         422.12
         287.02         338.05
         996.68         528.38
         354.09         862.23
         369.80         481.15
         187.41         748.67
         384.35         389.03
         206.32         522.79
         107.10         658.16
         160.76         393.52
         185.95         101.55
          23.82         305.45
         606.76         572.52
         521.40         407.77
         397.86         271.16
         287.82         472.30
          65.98         184.56
          65.86         388.83
         630.18         444.86
         220.74         745.44
          94.45         335.45
         169.62         631.72
         591.67         367.00
         788.71         692.28
         502.28         671.88
         396.76         497.27
         201.82         246.18
         619.71         829.38
           1.51         437.51
         647.52         306.30
         353.87         625.27
         443.26         677.23
         245.71         810.85
         808.01         321.72
         476.61         129.08
         226.18         493.93
          62.33         653.29
         185.91         624.52
         105.39         467.69
         230.51         891.95
         342.83         628.55
         327.83         759.19
         386.67         608.62
         785.63         306.37
          70.03         453.38
         262.97         306.37
         413.47         468.02
         295.41         439.32
         107.61         750.93
         260.28         180.02
         248.31         382.00
         790.52         597.71
         184.21         271.49
         182.98         216.05
         283.66         352.14
         124.91         243.42
         676.49         355.35
        2755.98         326.13
         981.33         484.60
         375.97         253.79
         461.31         368.66
         448.49         558.77
         705.06         573.86
         367.62         356.19
         306.38         503.02
         939.57         371.91
        2184.61         201.18
         469.60        1131.58
         277.44         719.13
         123.63        1153.55
         877.32         134.15
         188.27         811.87
          51.57         683.72
         249.27         823.99
         258.86         649.94
         236.28         660.64
         451.59         622.35
         191.72         357.29
         221.77         567.90
         210.98        1051.14
         646.81         507.16
         188.50         696.20
          35.22         427.56
         168.44         543.51
        1024.63         311.54
         142.52         639.74
         338.34         466.54
          39.48         411.55
          84.08         770.17
         479.53         647.69
         339.84         439.19
        1085.58         370.64
         785.22         311.46
         361.31         408.48
         142.03         257.52
         706.15         652.10
         429.85         283.22
         564.98         230.84
          39.10         493.06
          88.96         425.57
         442.11         396.73
         440.30         425.84
         287.57         434.62
          51.92         594.88
         222.77         279.65
         287.17         567.09
         251.39         253.35
         347.63         596.78
        1116.58         434.30
          47.36         319.67
         569.20         404.16
         402.18         388.49
         217.68         765.59
          19.18         551.11
         120.57         287.03
         961.61         600.10
         838.87        1157.60
         193.32         762.24
         602.23         383.98
        1154.31         521.02
         498.25         532.79
         111.05         142.43
         203.81         384.24
          49.03         535.06
          59.25         663.37
         471.95         484.52
         343.89         187.96
         325.02         404.36
         378.81         472.97
          93.29         540.06
         355.39         481.56
         396.75         332.37
         337.28         166.69
         321.26         445.59
         565.45         462.53
        1513.90         601.78
         739.38         713.74
          39.33         244.84
         657.20         545.09
          74.92         462.54
         320.45         406.16
         140.83         733.31
        1042.58         888.52
         177.14         327.98
         415.78         578.14
         288.80        1117.63
         565.66         418.85
         303.50         580.54
         125.58         430.31
         254.22         675.45
         361.15         387.18
         229.67         543.01
          91.97         259.01
          64.10         566.89
         557.82         326.02
         185.35         304.94
         763.75         306.41
         160.45         595.24
         344.78         128.85
         124.17         629.09
         131.74         555.08
         169.94         320.11
         516.96         579.14
          75.26         273.30
         401.21         362.49
         538.76         173.06
         258.34         452.24
         844.65         491.39
         216.89         823.30
         532.67         265.55
         485.94         409.18
         173.56         447.00
         276.53         634.25
         263.84         396.42
         304.24         668.54
         380.89         674.14
         254.40         482.38
         769.90         379.73
          86.32         646.63
         438.18         535.52
         240.39         582.27
         216.83         591.40
         122.17         743.43
         205.18         293.72
        1039.33         636.68
         418.63         771.46
         344.83         594.02
          72.26         444.11
         124.54         339.01
         289.33         526.78
         221.03         677.25
         171.17         385.75
          21.32         713.86
         172.64         418.92
         238.36         717.03
         922.64         775.33
         445.02         198.99
         131.30         456.38
        1047.85         523.49
         589.03         604.83
         530.59         373.02
          65.85         839.63
         683.15         177.34
         206.10         544.63
         160.66         192.58
         292.80         427.47
         307.88         606.21
          28.98         683.76
         117.94         565.28
         352.41         685.80
         682.36         275.65
          78.39         705.98
         455.93         655.36
         862.97         456.35
        1366.75         256.35
         117.90         763.65
         856.79         619.08
         240.65         339.52
         323.22         387.45
        1053.61         746.51
         366.94         306.91
         148.76         433.33
         389.14         212.16
         150.18         440.94
         823.19         448.70
         836.79         756.56
         466.74         538.95
         308.87         376.24
          82.60         384.47
         197.68         678.23
         596.87         476.84
         173.29         788.41
          24.92         659.85
         750.34         388.45
         250.88         522.61
         243.03         697.53
          94.39         251.43
         265.93         613.78
         837.38         630.54
         294.77         816.91
         330.10         184.19
         658.69         640.59
         317.86         532.92
         972.34         530.85
         579.25         487.49
         225.02         622.89
         120.54         380.45
         337.94         194.68
         465.49        1033.82
          73.49         490.70
         835.40         491.30
         725.65         341.56
         660.02         475.81
          82.51        1015.82
         304.15         571.12
         106.03         200.80
         320.00         325.12
         387.99         889.19
         629.81         774.26
         392.37        1017.20
         273.35         311.56
         217.75         416.44
          99.99         287.89
         910.65         123.49
         593.57         343.50
         134.77         566.21
         483.78         679.79
         792.28         735.64
         248.38         612.51
          54.45         414.92
         443.61         563.37
         123.64         381.85
         135.95         465.96
         307.16         344.63
        1240.88         598.63
         420.04         318.91
         851.79         594.81
         299.82         308.41
         146.56         432.10
         298.90         413.87
         212.03         391.19
         393.90         391.12
         278.22         369.21
         486.71         315.54
         615.76         662.68
         341.11         349.06
         386.69         388.86
         393.82         452.81
          39.81         389.19
         244.33         508.04
         581.91         737.41
         257.92         222.63
         676.29         486.45
          42.09         629.44
         348.44         604.52
          48.29         611.92
         524.45         768.75
         100.31         791.78
        1988.62         313.48
         292.85         475.78
         269.23         546.98
         345.24         398.74
         102.09         563.78
         129.39         712.44
         525.82         440.60
         829.01        1050.12
         199.37         687.32
         116.79         521.80
         537.33         459.31
         343.70         298.74
         883.96         399.24
         674.37         561.12
        1089.50         968.39
         539.34         504.81
         176.34         595.40
         469.35         383.82
         902.97         157.82
         389.83         335.81
         911.39         498.82
         202.17         491.35
         658.08         488.19
         679.76        1364.49
          80.18         509.51
         377.68         292.76
         500.18         759.16
         455.58         587.53
         369.80         734.94
          43.77         596.57
         297.45         692.27
         423.93         242.69
         506.71         646.71
         438.31         379.31
         372.29         391.99
          52.68         264.92
        1218.83         505.03
         305.20         540.84
         174.96         466.80
          54.57         673.75
          35.40         149.73
         972.51         402.84
          91.29         343.99
         617.45         231.28
         489.63         439.71
         190.52         308.53
         470.31         405.13
         462.73         261.19
         404.91         474.08
         380.46         468.57
          17.31         543.19
         659.51         970.16
         331.33         508.32
         862.96         495.98
         123.82         276.86
         314.42         365.70
         491.36         166.87
         139.86         645.20
          66.28         265.61
         610.50         273.07
         139.05         283.15
        1207.31         115.21
         235.59        1034.04
         232.55         587.90
         367.96         276.94
         222.62         235.01
         541.97         754.34
         122.45         553.60
         527.29         690.08
        1502.16         433.13
         820.44         721.90
          89.74         320.41
        1105.07         534.34
          62.98         852.45
         227.04         567.96
